clave,descripcion,unidad,cantidad,valor_unitario,importe,status
01010101,Concepto #489,H87,7,235.88,1651.16,Libre
01010101,Concepto #490,H87,8,468.28,3746.24,Libre
01010101,Concepto #491,H87,9,292.64,2633.76,Libre
01010101,Concepto #492,H87,10,247.45,2474.5,Libre
01010101,Concepto #493,H87,6,422.34,2534.04,Libre
01010101,Concepto #494,H87,6,53.83,322.98,Libre
01010101,Concepto #495,H87,7,119.47,836.29,Libre
01010101,Concepto #496,H87,6,72.45,434.7,Libre
01010101,Concepto #497,H87,6,80.41,482.46,Libre
01010101,Concepto #498,H87,4,270.91,1083.64,Libre
01010101,Concepto #499,H87,7,379.62,2657.34,Libre
01010101,Concepto #500,H87,7,293.33,2053.31,Libre
01010101,Concepto #501,H87,8,73.15,585.2,Libre
01010101,Concepto #502,H87,5,486.33,2431.65,Libre
01010101,Concepto #503,H87,6,239.6,1437.6,Libre
01010101,Concepto #504,H87,1,313.57,313.57,Libre
01010101,Concepto #505,H87,5,162.15,810.75,Libre
01010101,Concepto #506,H87,9,407.4,3666.6,Libre
01010101,Concepto #507,H87,4,88.53,354.12,Libre
01010101,Concepto #508,H87,8,353.61,2828.88,Libre
01010101,Concepto #509,H87,10,294.3,2943.0,Libre
01010101,Concepto #510,H87,4,482.27,1929.08,Libre
01010101,Concepto #511,H87,9,121.12,1090.08,Libre
01010101,Concepto #512,H87,2,328.91,657.82,Libre
01010101,Concepto #513,H87,5,149.31,746.55,Libre
01010101,Concepto #514,H87,6,206.59,1239.54,Libre
01010101,Concepto #515,H87,6,162.3,973.8,Libre
01010101,Concepto #516,H87,8,306.38,2451.04,Libre
01010101,Concepto #517,H87,7,131.61,921.27,Libre
01010101,Concepto #518,H87,6,410.22,2461.32,Libre
01010101,Concepto #519,H87,10,167.29,1672.9,Libre
01010101,Concepto #520,H87,7,351.61,2461.27,Libre
01010101,Concepto #521,H87,9,319.92,2879.28,Libre
01010101,Concepto #522,H87,6,259.41,1556.46,Libre
01010101,Concepto #523,H87,1,392.43,392.43,Libre
01010101,Concepto #524,H87,4,215.36,861.44,Libre
01010101,Concepto #525,H87,8,435.56,3484.48,Libre
01010101,Concepto #526,H87,1,335.85,335.85,Libre
01010101,Concepto #527,H87,7,363.77,2546.39,Libre
01010101,Concepto #528,H87,9,276.45,2488.05,Libre
01010101,Concepto #529,H87,9,176.38,1587.42,Libre
01010101,Concepto #530,H87,5,479.79,2398.95,Libre
01010101,Concepto #531,H87,5,71.92,359.6,Libre
01010101,Concepto #532,H87,3,417.41,1252.23,Libre
01010101,Concepto #533,H87,8,177.5,1420.0,Libre
01010101,Concepto #534,H87,10,480.27,4802.7,Libre
01010101,Concepto #535,H87,4,51.07,204.28,Libre
01010101,Concepto #536,H87,5,199.44,997.2,Libre
01010101,Concepto #537,H87,5,51.21,256.05,Libre
01010101,Concepto #538,H87,2,183.74,367.48,Libre
01010101,Concepto #539,H87,6,492.44,2954.64,Libre
01010101,Concepto #540,H87,7,97.17,680.19,Libre
01010101,Concepto #541,H87,6,84.14,504.84,Libre
01010101,Concepto #542,H87,7,134.91,944.37,Libre
01010101,Concepto #543,H87,1,87.46,87.46,Libre
01010101,Concepto #544,H87,9,203.3,1829.7,Libre
01010101,Concepto #545,H87,9,95.81,862.29,Libre
01010101,Concepto #546,H87,8,498.39,3987.12,Libre
01010101,Concepto #547,H87,8,425.97,3407.76,Libre
01010101,Concepto #548,H87,1,245.41,245.41,Libre
01010101,Concepto #549,H87,5,173.64,868.2,Libre
01010101,Concepto #550,H87,4,73.87,295.48,Libre
01010101,Concepto #551,H87,5,489.67,2448.35,Libre
01010101,Concepto #552,H87,3,226.43,679.29,Libre
01010101,Concepto #553,H87,9,154.34,1389.06,Libre
01010101,Concepto #554,H87,6,276.01,1656.06,Libre
01010101,Concepto #555,H87,3,474.42,1423.26,Libre
01010101,Concepto #556,H87,4,161.69,646.76,Libre
01010101,Concepto #557,H87,10,440.86,4408.6,Libre
01010101,Concepto #558,H87,10,480.54,4805.4,Libre
01010101,Concepto #559,H87,8,147.6,1180.8,Libre
01010101,Concepto #560,H87,4,151.04,604.16,Libre
01010101,Concepto #561,H87,3,495.5,1486.5,Libre
01010101,Concepto #562,H87,9,170.12,1531.08,Libre
01010101,Concepto #563,H87,10,234.86,2348.6,Libre
01010101,Concepto #564,H87,6,489.34,2936.04,Libre
01010101,Concepto #565,H87,7,284.25,1989.75,Libre
01010101,Concepto #566,H87,1,451.11,451.11,Libre
01010101,Concepto #567,H87,9,152.76,1374.84,Libre
01010101,Concepto #568,H87,9,469.82,4228.38,Libre
01010101,Concepto #569,H87,2,452.03,904.06,Libre
01010101,Concepto #570,H87,3,488.78,1466.34,Libre
01010101,Concepto #571,H87,10,294.3,2943.0,Libre
01010101,Concepto #572,H87,4,209.4,837.6,Libre
01010101,Concepto #573,H87,3,347.88,1043.64,Libre
01010101,Concepto #574,H87,4,100.89,403.56,Libre
01010101,Concepto #575,H87,7,307.27,2150.89,Libre
01010101,Concepto #576,H87,6,251.57,1509.42,Libre
01010101,Concepto #577,H87,6,114.01,684.06,Libre
01010101,Concepto #578,H87,1,188.24,188.24,Libre
01010101,Concepto #579,H87,5,77.91,389.55,Libre
01010101,Concepto #580,H87,8,293.0,2344.0,Libre
01010101,Concepto #581,H87,10,321.54,3215.4,Libre
01010101,Concepto #582,H87,3,315.08,945.24,Libre
01010101,Concepto #583,H87,4,184.9,739.6,Libre
01010101,Concepto #584,H87,6,342.27,2053.62,Libre
01010101,Concepto #585,H87,5,496.77,2483.85,Libre
01010101,Concepto #586,H87,5,350.74,1753.7,Libre
01010101,Concepto #587,H87,2,188.4,376.8,Libre
01010101,Concepto #588,H87,5,321.77,1608.85,Libre
01010101,Concepto #589,H87,1,426.38,426.38,Libre
01010101,Concepto #590,H87,8,256.31,2050.48,Libre
01010101,Concepto #591,H87,8,376.44,3011.52,Libre
01010101,Concepto #592,H87,9,303.12,2728.08,Libre
01010101,Concepto #593,H87,5,419.14,2095.7,Libre
01010101,Concepto #594,H87,7,103.04,721.28,Libre
01010101,Concepto #595,H87,5,464.61,2323.05,Libre
01010101,Concepto #596,H87,7,159.27,1114.89,Libre
01010101,Concepto #597,H87,4,76.56,306.24,Libre
01010101,Concepto #598,H87,8,297.4,2379.2,Libre
01010101,Concepto #599,H87,9,325.08,2925.72,Libre
01010101,Concepto #600,H87,8,150.37,1202.96,Libre
01010101,Concepto #601,H87,9,445.47,4009.23,Libre
01010101,Concepto #602,H87,1,444.57,444.57,Libre
01010101,Concepto #603,H87,2,476.63,953.26,Libre
01010101,Concepto #604,H87,8,458.37,3666.96,Libre
01010101,Concepto #605,H87,8,148.69,1189.52,Libre
01010101,Concepto #606,H87,3,180.51,541.53,Libre
01010101,Concepto #607,H87,9,149.93,1349.37,Libre
01010101,Concepto #608,H87,4,63.97,255.88,Libre
01010101,Concepto #609,H87,4,298.42,1193.68,Libre
01010101,Concepto #610,H87,8,339.44,2715.52,Libre
01010101,Concepto #611,H87,7,332.36,2326.52,Libre
01010101,Concepto #612,H87,9,132.67,1194.03,Libre
01010101,Concepto #613,H87,8,408.98,3271.84,Libre
01010101,Concepto #614,H87,1,152.48,152.48,Libre
01010101,Concepto #615,H87,5,86.53,432.65,Libre
01010101,Concepto #616,H87,1,110.4,110.4,Libre
01010101,Concepto #617,H87,7,485.41,3397.87,Libre
01010101,Concepto #618,H87,9,63.96,575.64,Libre
01010101,Concepto #619,H87,2,461.48,922.96,Libre
01010101,Concepto #620,H87,2,233.16,466.32,Libre
01010101,Concepto #621,H87,1,193.3,193.3,Libre
01010101,Concepto #622,H87,7,235.86,1651.02,Libre
01010101,Concepto #623,H87,1,218.02,218.02,Libre
01010101,Concepto #624,H87,5,436.28,2181.4,Libre
01010101,Concepto #625,H87,1,340.13,340.13,Libre
01010101,Concepto #626,H87,10,441.88,4418.8,Libre
01010101,Concepto #627,H87,5,497.95,2489.75,Libre
01010101,Concepto #628,H87,2,457.72,915.44,Libre
01010101,Concepto #629,H87,7,381.62,2671.34,Libre
01010101,Concepto #630,H87,9,175.97,1583.73,Libre
01010101,Concepto #631,H87,7,207.47,1452.29,Libre
01010101,Concepto #632,H87,8,80.59,644.72,Libre
01010101,Concepto #633,H87,1,332.23,332.23,Libre
01010101,Concepto #634,H87,10,256.78,2567.8,Libre
01010101,Concepto #635,H87,4,249.39,997.56,Libre
01010101,Concepto #636,H87,4,394.23,1576.92,Libre
01010101,Concepto #637,H87,3,491.94,1475.82,Libre
01010101,Concepto #638,H87,2,83.63,167.26,Libre
01010101,Concepto #639,H87,2,230.58,461.16,Libre
01010101,Concepto #640,H87,8,272.85,2182.8,Libre
01010101,Concepto #641,H87,3,396.07,1188.21,Libre
01010101,Concepto #642,H87,9,329.22,2962.98,Libre
01010101,Concepto #643,H87,7,77.12,539.84,Libre
01010101,Concepto #644,H87,6,142.29,853.74,Libre
01010101,Concepto #645,H87,1,77.65,77.65,Libre
01010101,Concepto #646,H87,8,347.99,2783.92,Libre
01010101,Concepto #647,H87,7,433.8,3036.6,Libre
01010101,Concepto #648,H87,6,295.01,1770.06,Libre
01010101,Concepto #649,H87,6,273.66,1641.96,Libre
01010101,Concepto #650,H87,4,481.59,1926.36,Libre
01010101,Concepto #651,H87,2,328.23,656.46,Libre
01010101,Concepto #652,H87,9,389.93,3509.37,Libre
01010101,Concepto #653,H87,10,233.08,2330.8,Libre
01010101,Concepto #654,H87,3,187.41,562.23,Libre
01010101,Concepto #655,H87,1,175.12,175.12,Libre
01010101,Concepto #656,H87,6,288.05,1728.3,Libre
01010101,Concepto #657,H87,10,477.56,4775.6,Libre
01010101,Concepto #658,H87,4,217.36,869.44,Libre
01010101,Concepto #659,H87,8,231.97,1855.76,Libre
01010101,Concepto #660,H87,3,80.2,240.6,Libre
01010101,Concepto #661,H87,10,344.65,3446.5,Libre
01010101,Concepto #662,H87,8,280.99,2247.92,Libre
01010101,Concepto #663,H87,9,159.85,1438.65,Libre
01010101,Concepto #664,H87,6,122.49,734.94,Libre
01010101,Concepto #665,H87,7,164.55,1151.85,Libre
01010101,Concepto #666,H87,1,441.7,441.7,Libre
01010101,Concepto #667,H87,3,421.65,1264.95,Libre
01010101,Concepto #668,H87,1,246.69,246.69,Libre
01010101,Concepto #669,H87,10,363.38,3633.8,Libre
01010101,Concepto #670,H87,7,70.84,495.88,Libre
01010101,Concepto #671,H87,9,342.01,3078.09,Libre
01010101,Concepto #672,H87,8,113.93,911.44,Libre
01010101,Concepto #673,H87,3,194.57,583.71,Libre
01010101,Concepto #674,H87,3,139.33,417.99,Libre
01010101,Concepto #675,H87,4,259.46,1037.84,Libre
01010101,Concepto #676,H87,1,453.19,453.19,Libre
01010101,Concepto #677,H87,6,54.41,326.46,Libre
01010101,Concepto #678,H87,3,497.9,1493.7,Libre
01010101,Concepto #679,H87,10,187.41,1874.1,Libre
01010101,Concepto #680,H87,7,159.07,1113.49,Libre
01010101,Concepto #681,H87,2,408.3,816.6,Libre
01010101,Concepto #682,H87,1,142.2,142.2,Libre
01010101,Concepto #683,H87,3,120.81,362.43,Libre
01010101,Concepto #684,H87,7,215.61,1509.27,Libre
01010101,Concepto #685,H87,5,407.15,2035.75,Libre
01010101,Concepto #686,H87,6,244.67,1468.02,Libre
01010101,Concepto #687,H87,7,73.85,516.95,Libre
01010101,Concepto #688,H87,3,190.33,570.99,Libre
01010101,Concepto #689,H87,8,361.99,2895.92,Libre
01010101,Concepto #690,H87,3,440.08,1320.24,Libre
01010101,Concepto #691,H87,5,330.86,1654.3,Libre
01010101,Concepto #692,H87,6,421.81,2530.86,Libre
01010101,Concepto #693,H87,5,297.02,1485.1,Libre
01010101,Concepto #694,H87,10,80.76,807.6,Libre
01010101,Concepto #695,H87,8,115.44,923.52,Libre
01010101,Concepto #696,H87,6,417.85,2507.1,Libre
01010101,Concepto #697,H87,9,343.68,3093.12,Libre
01010101,Concepto #698,H87,2,327.99,655.98,Libre
01010101,Concepto #699,H87,10,63.49,634.9,Libre
01010101,Concepto #700,H87,8,332.15,2657.2,Libre
01010101,Concepto #701,H87,9,107.77,969.93,Libre
01010101,Concepto #702,H87,9,464.78,4183.02,Libre
01010101,Concepto #703,H87,1,284.59,284.59,Libre
01010101,Concepto #704,H87,10,277.96,2779.6,Libre
01010101,Concepto #705,H87,4,369.73,1478.92,Libre
01010101,Concepto #706,H87,3,119.72,359.16,Libre
01010101,Concepto #707,H87,9,250.75,2256.75,Libre
01010101,Concepto #708,H87,1,196.96,196.96,Libre
01010101,Concepto #709,H87,10,335.77,3357.7,Libre
01010101,Concepto #710,H87,9,316.07,2844.63,Libre
01010101,Concepto #711,H87,1,404.87,404.87,Libre
01010101,Concepto #712,H87,9,206.62,1859.58,Libre
01010101,Concepto #713,H87,1,357.51,357.51,Libre
01010101,Concepto #714,H87,7,186.23,1303.61,Libre
01010101,Concepto #715,H87,9,350.26,3152.34,Libre
01010101,Concepto #716,H87,7,276.47,1935.29,Libre
01010101,Concepto #717,H87,8,250.53,2004.24,Libre
01010101,Concepto #718,H87,1,478.67,478.67,Libre
01010101,Concepto #719,H87,1,115.89,115.89,Libre
01010101,Concepto #720,H87,5,380.84,1904.2,Libre
01010101,Concepto #721,H87,9,112.0,1008.0,Libre
01010101,Concepto #722,H87,7,430.43,3013.01,Libre
01010101,Concepto #723,H87,4,294.69,1178.76,Libre
01010101,Concepto #724,H87,1,256.79,256.79,Libre
01010101,Concepto #725,H87,3,233.06,699.18,Libre
01010101,Concepto #726,H87,6,304.95,1829.7,Libre
01010101,Concepto #727,H87,8,81.07,648.56,Libre
01010101,Concepto #728,H87,10,399.04,3990.4,Libre
01010101,Concepto #729,H87,9,367.08,3303.72,Libre
01010101,Concepto #730,H87,1,499.18,499.18,Libre
01010101,Concepto #731,H87,7,322.32,2256.24,Libre
01010101,Concepto #732,H87,5,301.28,1506.4,Libre
01010101,Concepto #733,H87,10,328.98,3289.8,Libre
01010101,Concepto #734,H87,7,172.24,1205.68,Libre
01010101,Concepto #735,H87,8,299.12,2392.96,Libre
01010101,Concepto #736,H87,10,263.95,2639.5,Libre
01010101,Concepto #737,H87,2,105.78,211.56,Libre
01010101,Concepto #738,H87,1,118.09,118.09,Libre
01010101,Concepto #739,H87,7,242.72,1699.04,Libre
01010101,Concepto #740,H87,6,154.43,926.58,Libre
01010101,Concepto #741,H87,9,370.16,3331.44,Libre
01010101,Concepto #742,H87,8,185.47,1483.76,Libre
01010101,Concepto #743,H87,6,492.12,2952.72,Libre
01010101,Concepto #744,H87,6,145.12,870.72,Libre
01010101,Concepto #745,H87,3,291.94,875.82,Libre
01010101,Concepto #746,H87,4,80.85,323.4,Libre
01010101,Concepto #747,H87,6,207.62,1245.72,Libre
01010101,Concepto #748,H87,9,230.04,2070.36,Libre
01010101,Concepto #749,H87,1,289.52,289.52,Libre
01010101,Concepto #750,H87,7,75.66,529.62,Libre
01010101,Concepto #751,H87,5,355.08,1775.4,Libre
01010101,Concepto #752,H87,8,110.96,887.68,Libre
01010101,Concepto #753,H87,1,135.31,135.31,Libre
01010101,Concepto #754,H87,7,269.71,1887.97,Libre
01010101,Concepto #755,H87,8,444.72,3557.76,Libre
01010101,Concepto #756,H87,2,92.96,185.92,Libre
01010101,Concepto #757,H87,10,107.05,1070.5,Libre
01010101,Concepto #758,H87,9,175.02,1575.18,Libre
01010101,Concepto #759,H87,2,65.4,130.8,Libre
01010101,Concepto #760,H87,1,455.38,455.38,Libre
01010101,Concepto #761,H87,4,465.99,1863.96,Libre
01010101,Concepto #762,H87,7,221.76,1552.32,Libre
01010101,Concepto #763,H87,2,69.8,139.6,Libre
01010101,Concepto #764,H87,10,264.14,2641.4,Libre
01010101,Concepto #765,H87,10,292.89,2928.9,Libre
01010101,Concepto #766,H87,10,389.74,3897.4,Libre
01010101,Concepto #767,H87,2,429.77,859.54,Libre
01010101,Concepto #768,H87,2,321.91,643.82,Libre
01010101,Concepto #769,H87,6,294.08,1764.48,Libre
01010101,Concepto #770,H87,8,383.31,3066.48,Libre
01010101,Concepto #771,H87,5,388.62,1943.1,Libre
01010101,Concepto #772,H87,4,162.7,650.8,Libre
01010101,Concepto #773,H87,6,146.84,881.04,Libre
01010101,Concepto #774,H87,7,355.93,2491.51,Libre
01010101,Concepto #775,H87,8,82.23,657.84,Libre
01010101,Concepto #776,H87,2,288.58,577.16,Libre
01010101,Concepto #777,H87,7,93.26,652.82,Libre
01010101,Concepto #778,H87,2,83.63,167.26,Libre
01010101,Concepto #779,H87,7,378.18,2647.26,Libre
01010101,Concepto #780,H87,8,201.44,1611.52,Libre
01010101,Concepto #781,H87,6,468.86,2813.16,Libre
01010101,Concepto #782,H87,9,299.4,2694.6,Libre
01010101,Concepto #783,H87,5,319.45,1597.25,Libre
01010101,Concepto #784,H87,1,454.21,454.21,Libre
01010101,Concepto #785,H87,6,418.36,2510.16,Libre
01010101,Concepto #786,H87,9,222.61,2003.49,Libre
01010101,Concepto #787,H87,2,346.65,693.3,Libre
01010101,Concepto #788,H87,1,309.96,309.96,Libre
01010101,Concepto #789,H87,1,75.66,75.66,Libre
01010101,Concepto #790,H87,8,371.81,2974.48,Libre
01010101,Concepto #791,H87,4,270.39,1081.56,Libre
01010101,Concepto #792,H87,6,107.44,644.64,Libre
01010101,Concepto #793,H87,5,448.49,2242.45,Libre
01010101,Concepto #794,H87,2,443.71,887.42,Libre
01010101,Concepto #795,H87,9,453.56,4082.04,Libre
01010101,Concepto #796,H87,7,57.0,399.0,Libre
01010101,Concepto #797,H87,9,386.87,3481.83,Libre
01010101,Concepto #798,H87,3,484.45,1453.35,Libre
01010101,Concepto #799,H87,8,467.85,3742.8,Libre
01010101,Concepto #800,H87,8,88.75,710.0,Libre
01010101,Concepto #801,H87,3,67.24,201.72,Libre
01010101,Concepto #802,H87,4,54.73,218.92,Libre
01010101,Concepto #803,H87,10,225.79,2257.9,Libre
01010101,Concepto #804,H87,7,113.89,797.23,Libre
01010101,Concepto #805,H87,5,466.68,2333.4,Libre
01010101,Concepto #806,H87,10,289.92,2899.2,Libre
01010101,Concepto #807,H87,6,94.31,565.86,Libre
01010101,Concepto #808,H87,5,383.11,1915.55,Libre
01010101,Concepto #809,H87,9,217.15,1954.35,Libre
01010101,Concepto #810,H87,6,94.09,564.54,Libre
01010101,Concepto #811,H87,8,116.92,935.36,Libre
01010101,Concepto #812,H87,4,173.86,695.44,Libre
01010101,Concepto #813,H87,3,229.97,689.91,Libre
01010101,Concepto #814,H87,6,95.16,570.96,Libre
01010101,Concepto #815,H87,10,330.43,3304.3,Libre
01010101,Concepto #816,H87,3,452.54,1357.62,Libre
01010101,Concepto #817,H87,7,152.43,1067.01,Libre
01010101,Concepto #818,H87,7,225.86,1581.02,Libre
01010101,Concepto #819,H87,10,394.95,3949.5,Libre
01010101,Concepto #820,H87,9,191.89,1727.01,Libre
01010101,Concepto #821,H87,2,190.39,380.78,Libre
01010101,Concepto #822,H87,9,260.95,2348.55,Libre
01010101,Concepto #823,H87,2,402.92,805.84,Libre
01010101,Concepto #824,H87,10,137.07,1370.7,Libre
01010101,Concepto #825,H87,6,467.32,2803.92,Libre
01010101,Concepto #826,H87,4,126.11,504.44,Libre
01010101,Concepto #827,H87,5,314.79,1573.95,Libre
01010101,Concepto #828,H87,5,88.46,442.3,Libre
01010101,Concepto #829,H87,3,113.5,340.5,Libre
01010101,Concepto #830,H87,3,305.61,916.83,Libre
01010101,Concepto #831,H87,9,130.39,1173.51,Libre
01010101,Concepto #832,H87,2,468.09,936.18,Libre
01010101,Concepto #833,H87,7,108.67,760.69,Libre
01010101,Concepto #834,H87,6,377.92,2267.52,Libre
01010101,Concepto #835,H87,5,139.89,699.45,Libre
01010101,Concepto #836,H87,8,440.77,3526.16,Libre
01010101,Concepto #837,H87,5,445.88,2229.4,Libre
01010101,Concepto #838,H87,8,327.31,2618.48,Libre
01010101,Concepto #839,H87,9,83.04,747.36,Libre
01010101,Concepto #840,H87,3,393.81,1181.43,Libre
01010101,Concepto #841,H87,6,88.04,528.24,Libre
01010101,Concepto #842,H87,2,274.46,548.92,Libre
01010101,Concepto #843,H87,8,255.81,2046.48,Libre
01010101,Concepto #844,H87,6,487.05,2922.3,Libre
01010101,Concepto #845,H87,8,459.06,3672.48,Libre
01010101,Concepto #846,H87,2,449.87,899.74,Libre
01010101,Concepto #847,H87,10,261.05,2610.5,Libre
01010101,Concepto #848,H87,8,232.16,1857.28,Libre
01010101,Concepto #849,H87,3,492.11,1476.33,Libre
01010101,Concepto #850,H87,4,159.73,638.92,Libre
01010101,Concepto #851,H87,4,64.57,258.28,Libre
01010101,Concepto #852,H87,5,278.84,1394.2,Libre
01010101,Concepto #853,H87,5,288.22,1441.1,Libre
01010101,Concepto #854,H87,10,399.19,3991.9,Libre
01010101,Concepto #855,H87,6,288.48,1730.88,Libre
01010101,Concepto #856,H87,3,340.06,1020.18,Libre
01010101,Concepto #857,H87,2,218.72,437.44,Libre
01010101,Concepto #858,H87,9,499.63,4496.67,Libre
01010101,Concepto #859,H87,6,136.73,820.38,Libre
01010101,Concepto #860,H87,6,439.13,2634.78,Libre
01010101,Concepto #861,H87,5,200.12,1000.6,Libre
01010101,Concepto #862,H87,6,147.34,884.04,Libre
01010101,Concepto #863,H87,2,407.26,814.52,Libre
01010101,Concepto #864,H87,9,194.69,1752.21,Libre
01010101,Concepto #865,H87,10,368.18,3681.8,Libre
01010101,Concepto #866,H87,7,320.65,2244.55,Libre
01010101,Concepto #867,H87,3,337.46,1012.38,Libre
01010101,Concepto #868,H87,1,87.97,87.97,Libre
01010101,Concepto #869,H87,10,67.99,679.9,Libre
01010101,Concepto #870,H87,5,243.08,1215.4,Libre
01010101,Concepto #871,H87,3,411.78,1235.34,Libre
01010101,Concepto #872,H87,5,340.47,1702.35,Libre
01010101,Concepto #873,H87,2,201.46,402.92,Libre
01010101,Concepto #874,H87,6,154.83,928.98,Libre
01010101,Concepto #875,H87,5,330.62,1653.1,Libre
01010101,Concepto #876,H87,10,464.33,4643.3,Libre
01010101,Concepto #877,H87,9,117.04,1053.36,Libre
01010101,Concepto #878,H87,6,390.43,2342.58,Libre
01010101,Concepto #879,H87,8,368.82,2950.56,Libre
01010101,Concepto #880,H87,8,122.39,979.12,Libre
01010101,Concepto #881,H87,10,376.98,3769.8,Libre
01010101,Concepto #882,H87,8,159.43,1275.44,Libre
01010101,Concepto #883,H87,10,389.07,3890.7,Libre
01010101,Concepto #884,H87,4,269.14,1076.56,Libre
01010101,Concepto #885,H87,7,143.77,1006.39,Libre
01010101,Concepto #886,H87,6,423.52,2541.12,Libre
01010101,Concepto #887,H87,4,137.41,549.64,Libre
01010101,Concepto #888,H87,9,188.04,1692.36,Libre
01010101,Concepto #889,H87,5,300.42,1502.1,Libre
01010101,Concepto #890,H87,4,364.5,1458.0,Libre
01010101,Concepto #891,H87,7,390.02,2730.14,Libre
01010101,Concepto #892,H87,8,205.49,1643.92,Libre
01010101,Concepto #893,H87,4,202.74,810.96,Libre
01010101,Concepto #894,H87,10,406.0,4060.0,Libre
01010101,Concepto #895,H87,2,285.89,571.78,Libre
01010101,Concepto #896,H87,5,420.63,2103.15,Libre
01010101,Concepto #897,H87,2,469.31,938.62,Libre
01010101,Concepto #898,H87,7,498.49,3489.43,Libre
01010101,Concepto #899,H87,6,223.3,1339.8,Libre
01010101,Concepto #900,H87,3,192.54,577.62,Libre
01010101,Concepto #901,H87,3,58.78,176.34,Libre
01010101,Concepto #902,H87,2,461.52,923.04,Libre
01010101,Concepto #903,H87,7,93.97,657.79,Libre
01010101,Concepto #904,H87,10,217.97,2179.7,Libre
01010101,Concepto #905,H87,10,70.65,706.5,Libre
01010101,Concepto #906,H87,6,164.26,985.56,Libre
01010101,Concepto #907,H87,4,350.28,1401.12,Libre
01010101,Concepto #908,H87,7,236.02,1652.14,Libre
01010101,Concepto #909,H87,9,402.92,3626.28,Libre
01010101,Concepto #910,H87,2,204.49,408.98,Libre
01010101,Concepto #911,H87,5,293.28,1466.4,Libre
01010101,Concepto #912,H87,10,223.1,2231.0,Libre
01010101,Concepto #913,H87,2,442.15,884.3,Libre
01010101,Concepto #914,H87,6,266.22,1597.32,Libre
01010101,Concepto #915,H87,1,415.67,415.67,Libre
01010101,Concepto #916,H87,3,358.9,1076.7,Libre
01010101,Concepto #917,H87,7,358.57,2509.99,Libre
01010101,Concepto #918,H87,6,313.4,1880.4,Libre
01010101,Concepto #919,H87,3,67.17,201.51,Libre
01010101,Concepto #920,H87,2,160.7,321.4,Libre
01010101,Concepto #921,H87,2,55.76,111.52,Libre
01010101,Concepto #922,H87,7,179.87,1259.09,Libre
01010101,Concepto #923,H87,8,222.28,1778.24,Libre
01010101,Concepto #924,H87,3,266.81,800.43,Libre
01010101,Concepto #925,H87,4,309.05,1236.2,Libre
01010101,Concepto #926,H87,1,93.48,93.48,Libre
01010101,Concepto #927,H87,6,458.73,2752.38,Libre
01010101,Concepto #928,H87,3,461.98,1385.94,Libre
01010101,Concepto #929,H87,5,315.49,1577.45,Libre
01010101,Concepto #930,H87,2,182.43,364.86,Libre
01010101,Concepto #931,H87,9,51.56,464.04,Libre
01010101,Concepto #932,H87,4,174.11,696.44,Libre
01010101,Concepto #933,H87,5,293.41,1467.05,Libre
01010101,Concepto #934,H87,5,373.47,1867.35,Libre
01010101,Concepto #935,H87,3,138.6,415.8,Libre
01010101,Concepto #936,H87,3,425.86,1277.58,Libre
01010101,Concepto #937,H87,9,191.75,1725.75,Libre
01010101,Concepto #938,H87,2,247.95,495.9,Libre
01010101,Concepto #939,H87,2,352.69,705.38,Libre
01010101,Concepto #940,H87,5,101.67,508.35,Libre
01010101,Concepto #941,H87,2,366.7,733.4,Libre
01010101,Concepto #942,H87,8,497.98,3983.84,Libre
01010101,Concepto #943,H87,3,171.34,514.02,Libre
01010101,Concepto #944,H87,2,275.53,551.06,Libre
01010101,Concepto #945,H87,3,464.74,1394.22,Libre
01010101,Concepto #946,H87,8,86.72,693.76,Libre
01010101,Concepto #947,H87,1,334.6,334.6,Libre
01010101,Concepto #948,H87,1,116.09,116.09,Libre
01010101,Concepto #949,H87,8,433.89,3471.12,Libre
01010101,Concepto #950,H87,2,358.0,716.0,Libre
01010101,Concepto #951,H87,5,445.52,2227.6,Libre
01010101,Concepto #952,H87,1,388.68,388.68,Libre
01010101,Concepto #953,H87,2,188.28,376.56,Libre
01010101,Concepto #954,H87,1,439.44,439.44,Libre
01010101,Concepto #955,H87,1,411.27,411.27,Libre
01010101,Concepto #956,H87,9,231.95,2087.55,Libre
01010101,Concepto #957,H87,9,480.65,4325.85,Libre
01010101,Concepto #958,H87,6,246.91,1481.46,Libre
01010101,Concepto #959,H87,8,269.2,2153.6,Libre
01010101,Concepto #960,H87,8,405.55,3244.4,Libre
01010101,Concepto #961,H87,4,207.19,828.76,Libre
01010101,Concepto #962,H87,6,383.07,2298.42,Libre
01010101,Concepto #963,H87,3,166.12,498.36,Libre
01010101,Concepto #964,H87,3,260.25,780.75,Libre
01010101,Concepto #965,H87,5,455.2,2276.0,Libre
01010101,Concepto #966,H87,10,255.67,2556.7,Libre
01010101,Concepto #967,H87,7,455.55,3188.85,Libre
01010101,Concepto #968,H87,7,54.26,379.82,Libre
01010101,Concepto #969,H87,7,314.49,2201.43,Libre
01010101,Concepto #970,H87,7,59.45,416.15,Libre
01010101,Concepto #971,H87,2,70.76,141.52,Libre
01010101,Concepto #972,H87,4,340.98,1363.92,Libre
01010101,Concepto #973,H87,9,249.35,2244.15,Libre
01010101,Concepto #974,H87,10,401.37,4013.7,Libre
01010101,Concepto #975,H87,9,92.15,829.35,Libre
01010101,Concepto #976,H87,1,420.33,420.33,Libre
